Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Euro area,EMU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,0.5362489481,0.5723105458,0.576617412,0.5981146815,0.420551603,0.3273097435,0.4108024005,0.4338956008,0.3938613332,0.357709219,0.3735180574,0.3356018412,0.3881746914,0.4036275662,0.4201470034,0.3971441303,0.5613400995,0.7496722556,0.9848663727,1.043734861,0.9092519775,0.8987632917,0.9628768199,0.8665947908,1.062708333,1.236987214,1.316268573,2.435219291,4.965050755,8.544847415,4.861984851,3.510858009,3.035731442,2.653115737,5.981927149,7.275296778,9.892866351,4.633917894,4.202890018,3.727350103,6.110816951,4.393684746,4.391816454,3.069886504,6.93164962,4.931804384,4.225253663,1.096635644,3.190089478,-0.2312983409,3.426130322,0.4301701865,-1.822267317,1.231381413
Eritrea,ERI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10E-06,2.14E-06,1.88E-06,,5.287331825,5.94284422,0.006102195433,12.08010752,3.945535317,1.612451689,3.121553989,2.872719307,2.173353135,0.1303275517,1.269492564,0.5467859999,2.825700368,4.901180484,5.72501514,1.888618368,,,,,,,,,,,,,
Spain,ESP,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.5419430311,0.4336055483,0.4535440881,0.4962883029,0.3682956207,0.5951741125,0.4033202153,0.4591260653,0.7341224945,0.651349562,0.6417427409,0.8421698472,0.9101984172,0.9497147621,1.030253515,1.089204795,1.373965441,1.434979643,1.867710263,2.03357704,2.60802971,2.166050854,2.105702243,2.059872952,1.654639502,1.348422637,1.52609695,1.599630973,2.539818758,3.09406239,6.773040935,4.604886535,5.551923573,3.386140001,2.361889948,2.33900873,2.609496217,4.620270116,4.528325308,0.6381058734,2.5636989,1.803750862,1.566383198,3.460855906,2.3164223,1.971316928,3.617224797,2.540392123,4.467485098,2.16052375,2.921659808,4.422729025,4.527406753,2.65127535,1.889239954
Estonia,EST,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.195556889,5.298253751,4.592689682,3.465317037,5.316787872,10.49664237,5.660895535,7.319237666,9.485901773,4.589264189,10.51217154,8.94665953,21.67022416,10.32656834,13.51051327,8.122539719,9.505441711,13.27703301,4.802404493,7.691656795,4.313939306,6.585116181,-3.069105193,3.769232561,6.318927212,4.080158322,9.768193646,12.01477529,20.30639491,4.893201225,12.95869166,-8.182490573
Ethiopia,ETH,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,0.1034249028,0,0,0,0,0,0,0,0,0,0,0,0,,,0.001580689694,0.03866957282,0.2423668267,0.1800080281,0.2503077327,3.27697722,3.252977444,0.8866113603,1.633514789,4.244759584,3.2480727,5.392122513,5.380415799,2.137800937,3.568235274,1.126470925,0.4009971341,0.6827293669,0.9630306254,1.967356639,0.6431728982,2.820408459,3.335691111,4.066488965,5.576201614,4.912701578,3.987720463,2.657359814,2.225385791,3.828306212,2.894938031,,
European Union,EUU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.6074991069,0.5214184941,0.5528511552,0.558324757,0.5777156922,0.4099280785,0.2903098915,0.3880382297,0.4100190366,0.3786995298,0.3426381531,0.3551360012,0.3265823143,0.3688288967,0.3813633434,0.4046940888,0.4005155214,0.5293806597,0.7307709688,0.9596657477,1.011232559,0.9782882492,0.8694872645,1.033942473,1.009497055,1.335257651,1.307294121,1.512773837,2.769113851,5.718573264,8.723884495,4.958588847,3.646022542,2.947792195,2.741140839,6.117262234,7.141560362,9.990299174,5.06079954,3.957310607,3.270061028,5.684755022,3.952087698,3.893987078,2.964875588,6.225703876,5.198771814,3.966458774,0.8256782359,3.688552619,1.238509955,3.909646172,1.250237636,-1.480621447,1.323335796
Fragile and conflict affected situations,FCS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.440829814,1.543719699,0.4451868451,0.4611396652,0.07939438394,0.347186313,0.06007891168,0.0656002229,-0.07465103509,0.07134887252,-0.4579096059,0.0933165545,0.1625351567,0.1131440503,0.124514736,0.4242185358,0.04246114128,0.3141650268,0.2805696959,0.8590705459,0.3155574738,1.23819142,0.9023069955,1.036008432,1.047167957,0.6735209332,0.9482099003,2.045957594,1.701375618,1.955445138,2.034784387,2.085800513,1.929788823,2.92646121,2.075798221,3.170092234,2.465965331,3.390049609,2.956449971,2.378788902,2.254865324,2.630965916,2.446411795,1.678677402,0.8432624531,1.473255267,1.63077382,1.98369546,1.594874503,1.414323583,0.9009767477,1.886127019,1.055357429,1.208803394,
Finland,FIN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.1584712223,0.199544682,0.2509410362,0.06675533715,0.1408391948,0.2316183969,0.182040465,0.1434514475,0.09320938084,0.06190351599,0.05209642048,0.1900201698,0.001725094526,0.1657703019,0.2575791897,0.2014290713,0.5513527302,0.298579238,0.4876612357,0.4119426814,0.5741923753,-0.1822490855,0.3522102025,0.969033403,0.2692699949,1.082131505,0.5704661067,1.934431536,9.34012543,5.766139543,10.71866491,2.489745556,5.766970563,3.476062119,3.432166398,5.305008375,2.137438645,8.574063382,6.792700434,-3.482045156,4.899597632,-2.184057476,1.915122484,-1.834894407,6.415374821,7.538005429,2.189519649,6.661365554,-3.844566573,6.097077102,-0.939114056,8.014062917,4.666911541,-0.1156436165,0.6607778246
Fiji,FJI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.910698644,2.623619632,2.684295446,3.685874382,2.560030489,2.060552674,1.055373555,2.376644619,1.469971303,0.9974181492,3.021247243,2.933713555,3.084247558,2.844509415,1.979142773,1.899118535,0.622562861,1.371826004,2.847064088,2.587957206,-2.272726761,-2.904016655,2.466134348,-0.1982160555,-1.713366503,-1.151250223,-3.391135512,-2.879772004,1.230019996,-7.595500905,0.03523824576,2.499415767,1.673098412,1.752255013,9.253707943,5.802969589,18.98300797,13.74147731,19.27858776,10.7423906,5.671410211,5.745828492,6.981664397,5.818248591,7.779724553,4.385992332,7.943259332,7.240212891,8.400381182,5.919520976,5.400621822,9.52129029,2.084344855,1.672480548,
France,FRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.4228036958,0.3200557155,0.3256925283,0.4290092325,0.6522890074,0.4383224092,0.2652520752,0.4661886951,0.4925948008,0.4255557636,0.4726616758,0.405399422,0.2742008901,0.3118552781,0.456730859,0.4743043248,0.4256337654,0.5548527565,0.8398965127,1.013425453,1.048248019,1.203590348,1.571568078,1.578994724,1.139909485,1.487964708,1.374197072,1.590178586,1.971962267,3.091716021,3.041170274,3.658997905,3.454135963,2.307824826,1.687774472,3.883730658,3.406461183,3.154494499,2.323267,0.6823114928,1.46961673,1.540052933,1.227900715,1.188234049,0.1769741748,1.76596183,1.442003214,1.689280722,2.785941846,1.964869433,0.731471704,3.304053122,3.918564455,0.288462114,1.75317441
Faroe Islands,FRO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.329822421,,,,,,,,,,
Gabon,GAB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,-0.2161811762,4.113317172,4.04173335,2.199837374,5.154719276,7.735472104,1.285966363,1.242280651,2.36646884,1.816630466,0.7365627059,1.413053837,3.641180927,3.297995821,0.2281197791,0.4518493838,3.239161793,2.736489907,3.456790122,-0.7293148622,1.234110823,-1.010365431,2.269871511,-2.597049741,-2.376692857,-3.942388495,-5.007209555,-2.15348493,2.957693764,1.918355874,5.473125244,-2.002988947,0.02175464245,1.53052262,4.040694242,3.403623396,2.593100468,5.257222355,4.45376517,5.247570979,3.645404176,6.169785458,3.944723712,1.841538657,6.938647243,0.2899769856,8.868153818,8.801570257,8.175989408,9.20409838,11.18814423,7.864367108,5.403897294,5.737681105,
United Kingdom,GBR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.138728591,1.195852917,0.7107127601,1.414127456,2.121823274,1.372676187,1.292355806,1.682672051,1.127586247,1.473705819,1.791819689,1.087231673,1.05101857,1.057718801,-0.07526159378,1.11928039,1.42482067,1.754640337,2.904105168,2.92466122,3.78380568,2.033973017,1.950665447,1.854764189,1.71516995,2.166968265,2.283151708,3.287298647,6.640741936,7.695772086,9.854512069,3.39980591,5.026548637,1.752864088,3.595239298,9.9345464,7.518583129,6.779300045,8.652048202,0.6029039807,2.68497359,1.014039752,1.726975994,1.95605174,1.921567748,1.548321685,12.07885281,4.677309144,-0.8726043337,0.6940700077,5.82864206,0.1608478231,1.441788923,0.4092097608,0.09618221571
Georgia,GEO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000370208393,0.3182347335,,,6.907808075,7.341917726,2.939258544,4.299844281,3.412732517,4.723488852,8.390361666,9.613616231,7.067750867,15.12403617,18.59930019,12.52219056,6.137325077,7.410659314,7.561005409,5.730873273,5.974326403,10.22418734,11.3986492,10.7469894,11.71836765,7.284019766,7.925232226,3.398376731,6.742951464,9.153285756,6.781646656,4.049369293
Ghana,GHA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,3.06090857,1.265975401,0.544431974,0.4789197552,0.4930193133,2.521966977,-0.6603721912,0.602536754,0.2647452374,-0.0696477925,0.3509381126,0.3851740897,0.4038657737,0.05915300101,0.04532804063,0.1243254588,0.07496934843,0.09261394102,0.096195191,0.2856131819,0.2513114649,0.3028841262,0.3506801052,2.094180161,4.278068012,1.647489067,1.730854507,1.18697924,2.237349006,3.157508776,3.329419468,1.680567013,0.955694278,1.791640939,1.56810547,1.349239866,3.045290185,5.57118877,9.466439082,9.108086691,7.849484553,8.255879713,7.982515659,5.134796609,6.151206352,6.457376142,6.207826718,5.390358417,4.444043577,5.67619931,2.679374385,3.18633189,1.932401243,1.637942082,
Gibraltar,GIB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,0.01513951533,0.02547695701,0.01425582246,-0.01035077004,-0.0264665763,0.007789985937,-0.005857772497,0.005745637598,-0.01358013847,-0.003354007296,0.002511584066,0.003799908284,0.004871060705,0.2887460847,0.4316840623,0.4510308885,0.3477079638,0.4593242568,0.8819022769,0.4111316308,0.05688988698,0.004257216645,0.01427854142,0.4214319358,0.3135991102,0.3403975186,1.257278706,0.2276380912,0.04064934625,0.6974134963,1.571410158,1.846902198,2.451856835,2.962071378,6.14302807,5.483488378,1.355237202,,14.09050357,7.92820722,0.002268219718,-0.8402213065,0.6057679819,18.82800943,5.594271746,2.975112563,0.3302868218,1.251712921,1.157704963,3.306303554,5.837211892,
"Gambia, The",GMB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.1912189078,3.050494847,2.873535557,1.862005336,1.252661623,0.08682084034,0.8022046046,-0.4055235227,1.224888219,5.970114779,0.1161425298,0.918727007,0.124970752,-0.1873987593,-0.9586058213,-0.2215071392,-1.071926905,0.6913121373,0.4415998055,4.826769823,4.453082956,1.342935613,0.8852966758,1.422601163,1.301600187,0.983365191,1.256144598,1.451716277,2.820470737,6.073222104,5.55872128,5.161398104,7.406500314,3.751800607,5.772562827,5.220416881,7.798797903,6.102573651,4.532839042,2.720239113,2.406596896,2.55921827,2.910481969,4.968003252,1.871883577,5.222556473,4.703702368,4.275241643,4.896535018,3.919437912,10.46127557,12.50262013,10.4995861,8.578128142,9.266409352
Guinea-Bissau,GNB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,-0.04588580839,,0.01338367044,,0.07464062568,,,0,0,0.6361455854,0.385068769,0.2422278588,0.02655493677,0.1590589989,0.08482647438,0.3185179044,0.3126538536,0.9909753738,0.5359060994,0.07020384268,0.006058812266,0.1465222001,1.644319043,0.745665889,0.1261517378,0.1794500831,0.09588055565,0.7595229987,0.7235181729,0.3290505993,1.358673588,2.817837674,2.492172019,0.6959483473,2.122094204,2.791176472,2.162700094,0.6312979149,1.769848408,2.541529122,1.61191901,1.927482726,1.067443967,1.323169276,4.510330107,1.246702326,0.9863267673,1.177674266,1.209601774,
Equatorial Guinea,GNQ,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,-0.4900436358,1.015924097,1.170052323,4.312322074,3.927971783,7.368396522,1.799758349,0.4973409325,1.008609457,9.876772021,37.26105738,4.467705423,16.39251661,16.85947708,89.47561756,161.82376,12.08386926,74.12389691,24.84168844,14.77053653,64.38410075,17.89914538,27.76057545,7.729147237,9.36000539,4.654782869,9.507021325,-4.019628402,10.88795536,16.75815673,9.24740469,4.400756053,2.655943785,0.7712919155,9.007616631,15.6154447,3.154134304,-1.103043721,7.228119297,-0.09169859226,4.597259554,10.1419331,1.149181833,
Greece,GRC,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.3858884116,0.2918935568,0.3303172547,0.2813447609,0.2680137662,0.08532080873,0.9928530131,1.084851644,0.9804262814,1.141014471,1.199159377,1.007391613,0.809530973,0.9006717626,1.024240795,0.9479227481,0.8471917007,1.054995215,1.206107235,0.9632636198,1.041131562,1.094705387,0.9981835641,0.9105676731,0.8531913905,0.7801467028,0.7424405926,0.7091070726,0.05099818483,0.06030792972,-0.006516744955,0.001515531517,0.02274854048,0.7150170382,0.9140911728,0.284127007,2.011125237,0.6228377775,1.632896053,0.8464048088,0.1797892233,0.3856225656,0.6958978381,1.245061788,1.153144803,0.6521846299,1.39750554,1.716295505,1.887233497,2.411722012,1.726378183,2.809147544,3.631199029,1.939260405,2.50985686
Grenada,GRD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,-0.1398709086,1.5851021,0,0,0,1.514721619,1.896762233,1.923958155,2.451051676,2.388982828,6.84724045,6.338483009,3.92083714,4.629317275,5.078528158,7.280580708,6.535620326,5.939836767,5.838510312,4.623176306,8.541765313,10.91832091,8.620548563,11.05470972,17.21096056,14.40837482,16.76563559,21.09239903,11.73318575,14.70181856,21.77771691,17.48575649,14.09353033,7.218296426,11.03479992,6.227641217,15.47292696,9.186743238,15.47318847,10.30633053,13.61645083,15.94413496,17.19145797,13.53996553,13.55749617,13.23031236,16.61669994,16.22291645
Greenland,GRL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.544117642,1.440951229,0.7566744396,1.354507183,1.499288357,2.194245591,0.2863491496,1.779034695,2.095344707,1.695013424,1.405054133,1.476619176,0.8844786355,0.4972375471,0.4012671552,0.6356944216,0.9513322329,2.120151366,4.207048066,0.9059861759,0.6235133679,0.964264266,0.9012735226,1.249998103,0.5021861538,0.5131212881,0.4905952565,3.549179704,6.941303683,5.047380675,-4.088355547,-5.088199966,-4.974498761,0.09032397034,1.363175707,2.016175003,2.135875229,2.559591928,1.899522087,1.346278225,2.710307068,1.87038244,2.822562972,2.872161456,2.433021432,1.935088005,1.280458715,1.393289832,1.257900485,1.517071019,1.292303891,4.194485839,1.516155352,1.581235467,1.614961295
Guam,GUM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,3.360716953,-0.8650948059,0.8760220257,2.670595501,0.3133968786,0.1616842105,1.102455748,-0.392261466,0.792774296,0.110895727,0.09751911378,-0.3116955599,0.9197787002,0.9673024526,1.025753046,0.3993430439,-1.78341022,1.226762526,0.5074915541,-0.542420167,1.992020504,3.540553303,39.24532674,15.31376091,19.72544728,11.97181358,8.363977607,6.941311125,6.132141946,6.621039183,9.41532519,7.863319222,6.004422604,3.512483682,3.80800361,9.310438944,4.302850067,5.580431531,5.883932944,5.180589093,5.767697226,6.685838666,6.839870644,4.812091398,5.759923051,3.217409851,1.293863842,4.469951827,25.72793218,51.99946801,23.45096595,27.81249874,-20.36195754,-6.708844662,
High income,HIC,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.4435249027,0.4239025163,0.4167637954,0.4319314314,0.4642244622,0.4323613129,0.3160340171,0.3950444902,0.404102258,0.4426530602,0.5260942075,0.6457111692,0.619793177,0.4759846609,0.5207122111,0.32785978,0.5904500631,0.9011089933,0.9217657785,1.070891402,1.158487422,0.7295359345,0.6623060783,0.7796617408,0.8336022939,1.042743283,1.151189607,1.46816034,2.452015645,3.799494757,5.047173131,2.647102417,2.070774241,1.774295266,2.16521936,3.317802793,4.507015778,5.799101457,3.858936236,2.438662186,2.586921201,3.230567837,2.679110482,2.627525041,2.455103268,4.268619101,4.292913998,3.192077621,0.8459149211,2.398857029,1.140212322,2.635167582,1.882212329,0.7297740222,1.46374587
"Hong Kong SAR, China",HKG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.310842893,1.328940296,1.93415678,3.378214364,1.634352984,3.755535971,1.983182441,1.741393983,2.606492458,2.876944779,2.460691941,6.642313844,3.830319594,3.825587292,3.842693267,-0.7485219224,4.597188909,12.34585476,8.338914607,2.967129638,4.2572781,1.147549555,3.728180311,5.75769287,5.763814698,4.295377743,6.549143922,6.409892543,8.253737583,15.29571207,41.06494707,18.47161763,4.056447981,11.5049681,13.12493728,22.56060062,23.20081185,29.3581798,30.5707634,25.35681664,36.17460836,38.68402954,28.51443449,27.87752022,44.55069571,58.51837251,41.53183645,36.83755166,26.82552406,16.05713259,34.04975135,37.18381916,34.12737598,32.01163762,28.74590153
Honduras,HND,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.161825726,1.012311902,0.3736007082,0.7232880616,-0.1111648139,0.6227758007,0.3894658898,0.5330937566,0.4245712671,0.7956477557,0.1461634595,-0.08902308562,0.3234498675,0.4690958341,0.4160468479,0.5210187773,0.528370971,0.6243416102,0.8182672361,0.938821097,0.883605842,1.120751033,0.9628415124,0.5419417298,0.7496315364,0.9350259788,1.743039209,2.117794834,1.555053545,3.699419137,4.869843153,4.049406976,3.656217378,4.74055554,6.676063997,6.160282772,6.572873053,7.822232813,8.650203719,3.389872002,3.834605747,5.886814182,5.83610989,5.778621139,8.628996931,6.275943284,5.281569734,4.105920467,5.993861207,3.838464082,1.010682239,2.843613297,2.41292398,3.161363643,3.529037496
Heavily indebted poor countries (HIPC),HPC,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.067660673,0.4781811133,0.7223044315,0.7889239825,0.6381301965,0.7663286996,0.8066513639,0.4938970912,0.6911728573,0.6354742981,0.6415072727,0.6201025986,0.3890026109,0.1509418139,0.1639767415,0.4380440891,-0.01426658241,0.422326872,0.4526648244,0.6632544402,0.4786709402,0.2194925045,0.4387386682,0.8757205224,0.997307467,1.219146429,1.26193362,2.120161061,2.491384881,2.79909996,2.234749945,2.673882732,3.112540191,3.18063229,2.966386508,2.833001518,3.051764328,3.687628581,4.052971156,3.289136566,4.646482664,4.975440864,5.496184426,5.307325839,4.193181318,4.435515632,3.610008969,4.058649506,3.625558242,3.002519739,2.374503225,3.579529597,2.856957538,3.386319407,
Croatia,HRV,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1223970699,1.280559408,0.7597526779,0.4744917775,2.039371555,2.467408208,3.878209196,6.118266372,4.585936275,4.494573921,3.665425215,5.238806653,3.141243761,4.031555182,6.748535097,7.834643319,7.666054224,4.925414593,2.619540281,1.985540904,2.545699484,1.593776246,5.34746591,0.9580511617,2.990142286,3.239996058,2.669114356,6.472771769,2.5391044,7.427067577,5.516104219,3.95990588,5.042166633
Haiti,HTI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.8454105978,0.9371554577,1.091396884,1.495290349,1.40431605,0.3874376285,0.885096701,0.8447729674,1.026483269,1.11049417,0.9394421161,0.5637420577,0.4802604804,0.5186006407,0.2455676688,0.2448492087,0.2079378775,0.2286049238,0.3863918454,0.3420747815,0.2583737478,-0.05181999557,-0.09746891863,-0.1490746378,-0.1291769692,0.2630350504,0.1410137636,0.1197981706,0.2889440973,0.722243134,0.1944649807,0.069488639,0.0918488613,0.2720848193,0.09692213598,0.3698356507,2.10244122,0.8072697388,0.2856331518,0.47831324,1.500930148,0.9147691841,1.137944766,1.08652045,0.6535997984,0.7116675966,0.7455962099,2.483609153,0.6400930662,0.4994642104,0.1723160778,0.2457152867,0.1945989531,0.119129583,
Hungary,HUN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1.606250962,4.19344458,3.806656419,5.836897579,2.641741004,10.31429234,7.022575058,8.785336301,6.685854301,6.885581573,5.812072105,7.544264732,5.386780909,4.880252995,4.362912778,24.30602881,16.15748765,50.40652303,47.23642119,-2.282804956,-15.88543803,7.454421455,8.305498508,-2.749863953,9.126502233,-4.36725591,53.84676368,-8.631354962,-40.10824602,59.57754938,105.6357555,18.28668555,-1.078320207,-33.09791743,-14.7087068
IBRD only,IBD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.7655505171,0.7613662815,0.4345954696,0.6831399404,0.646543027,0.7108256763,0.478531226,0.4282707335,0.5300327897,0.4646301446,0.4624015701,0.6145264559,0.5427893315,0.4723896931,0.4624488282,0.5162112869,0.4586685853,0.475027806,0.7579385248,0.765864803,0.6865532492,1.014067586,1.120208952,1.535403831,1.904627469,1.932366565,2.238889393,2.790937319,2.840512208,3.174105403,2.670584229,2.808537758,2.488691959,2.397336484,2.79704669,3.132938771,3.492689335,3.883799105,3.67385352,2.561189694,3.094291602,3.084562027,2.675829197,2.686984669,2.371443977,2.351572818,2.120787219,1.838426088,1.974516352,1.84023695,1.789315251,2.230243586,1.579377509,1.041770484,0.8974442265
IDA & IBRD total,IBT,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.8246429096,0.7807568009,0.5092043828,0.7319199792,0.640488964,0.710135687,0.5096409181,0.4505855511,0.5310795008,0.4776233687,0.4212065006,0.5870581471,0.5080089762,0.4467032652,0.4276742616,0.5107100138,0.4259391893,0.480284434,0.7265521674,0.8022674745,0.67462171,0.9697933057,1.103067882,1.512537604,1.84697503,1.834518327,2.107772183,2.629264308,2.664376849,3.0481503,2.56055247,2.698303302,2.423671292,2.345732314,2.721848219,3.061581262,3.416301111,3.8175918,3.632389758,2.565629913,3.060958166,3.069902376,2.681121399,2.682148627,2.357640522,2.350789084,2.120310302,1.871398281,1.971085592,1.838426437,1.768365892,2.212404931,1.579434737,1.095007652,0.9198854998
IDA total,IDA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.153604789,0.9066715427,0.91331619,1.01568334,0.605228811,0.7064993201,0.6843761821,0.5767143738,0.5370779676,0.5636701107,0.1469969793,0.4481636078,0.3263814221,0.2932612199,0.2005706702,0.4742948815,0.1773565429,0.5207040357,0.4800754069,1.107515194,0.5705767472,0.6261937711,0.9237184264,1.271392746,1.198328649,0.8094011238,0.8179970087,1.015161617,1.017263648,1.522945848,1.293400892,1.396755495,1.70095522,1.77552975,1.877743994,2.23893796,2.54183258,3.011945137,3.126008008,2.619453026,2.632853251,2.87415537,2.753639612,2.618579867,2.183854057,2.341387601,2.114524633,2.290456168,1.927179363,1.815437009,1.50780684,1.970294316,1.580200151,1.907776063,
IDA blend,IDB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.494561165,1.53100708,1.688744571,1.9680755,1.048630344,1.194334979,0.762476432,0.7690796994,0.5760931572,0.6917225512,-0.1125101323,0.4899891568,0.3938493931,0.6108942196,0.2972618579,0.8370721168,0.3450622482,0.8156257264,0.6061093405,1.637292639,0.6941619532,0.8474363743,1.002306225,1.47284848,1.478374568,0.8170377185,0.7179676999,0.6481353667,0.7225568879,1.215338821,0.9562863561,0.8993332521,1.523765811,1.274780784,1.237712977,2.234872996,2.4265434,2.68369321,2.565606052,2.309379026,1.684255692,1.788368448,1.262750978,1.226130052,1.181230825,1.208474065,1.057822978,1.445917145,1.056086592,0.8121180434,0.5455161018,0.9332402708,0.7594396821,0.9932532903,
Indonesia,IDN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.588733533,3.204251722,2.305232252,3.570275713,0.705825551,4.241288511,2.005921431,0.5130005734,0.8117853708,0.4396871219,0.2483363623,0.1555223894,0.2495606366,0.3602612879,0.2616267764,0.3634680028,0.3226852514,0.5070485173,0.6832726071,0.722064256,1.029764943,1.27077228,1.387988834,1.268300646,1.19225193,2.15007984,2.724197886,2.167796852,-0.2522904477,-1.332573541,-2.757439934,-1.855686193,0.07415163832,-0.2542563204,0.7382439799,2.916114833,1.347942641,1.603010572,1.826329024,0.9039194197,2.025179146,2.302984294,2.309780319,2.551356334,2.819972604,2.297616394,0.4873724714,2.019489198,1.814289793,2.233362043,1.81058402,1.787855631,1.872641009,1.571166942,1.728140323
